cityID,cityName,stateID,latitude,longitude
1288,Piracicaba,155,-22.72,-47.63
1291,Porto Alegre,561,-30.03,-51.2
1293,Nogent-le-roi,431,48.65,1.53
1296,Mareuil-en-dôle,116,49.25,3.55
1297,Grillon,563,44.4,4.93
1300,Haryana,56,29.62,76.98
1312,Pennsburg,87,40.39,-75.48
1320,Northwood,129,41.6,-83.44
1321,Massy,34,48.73,2.28
1328,Rossford,129,41.6,-83.56
1331,Falls Church,144,38.86,-77.15
1335,Texarkana,101,33.42,-93.87
1341,La Garenne-colombes,34,48.9,2.25
1349,Rock Hill,72,34.89,-81.02
1354,Chattanooga,32,35.05,-85.31
1361,Haikou,178,20.05,110.34
1364,Tassin-la-demi-lune,544,45.77,4.78
1371,Jalgaon,187,21.05,76.53
1372,Cuers,563,43.23,6.07
1374,Belo Horizonte,586,-19.92,-43.93
1376,Kota,306,25.18,75.83
1390,Amritsar,377,31.63,74.87
1393,Kochi,206,9.97,76.23
1410,Bauru,155,-22.32,-49.07
1414,Villeurbanne,544,45.77,4.88
1418,Circle Pines,175,45.17,-93.12
1423,Limoges,598,45.85,1.25
1431,Valley Stream,10,40.66,-73.71
1432,Guiyang,600,26.58,106.72
1435,Newburgh,10,41.54,-74.05
1437,Kanpur,138,26.47,80.35
1441,Brissay-choigny,116,49.72,3.37
1464,Whittier,5,34.01,-118.03
1467,Saratoga,5,37.25,-122.06
1469,Gallatin,32,36.39,-86.45
1474,Terre Haute,163,39.47,-87.4
1478,Inglewood,5,33.96,-118.36
1479,Lille,555,50.63,3.07
1506,Martigues,563,43.4,5.05
1507,Fleury-les-aubrais,431,47.93,1.92
1511,Springfield,129,39.97,-83.77
1523,Aubevoye,635,49.15,1.33
1525,Bondy,34,48.9,2.47
1533,Thalassery,206,11.75,75.49
1534,Kirkland,84,47.67,-122.19
1541,Clichy,34,48.9,2.3
1545,Carapicuíba,155,-23.52,-46.83
1547,Milpitas,5,37.44,-121.87
1554,Saint-Étienne,544,45.33,5.35
1562,Lowell,15,42.66,-71.3
1566,Latham,10,42.75,-73.78
1569,Cleveland,129,41.48,-81.65
1575,Angoulême,649,45.65,0.15
1578,Bridgewater,14,40.6,-74.62
1583,Westlake,129,41.44,-81.92
1584,Guwahati,416,26.18,91.73
1593,Pottstown,87,40.23,-75.65
1598,Hammond,163,41.64,-87.51
1599,Ormesson-sur-marne,34,48.78,2.55
1601,Westminster,5,33.75,-117.99
1607,Brie-comte-robert,34,48.68,2.62
1611,Kannur,206,11.87,75.37
1613,Shelton,84,47.24,-123.21
1618,Pauvres,469,49.42,4.5
1622,Lancaster,129,39.69,-82.6
1627,Dubois,667,43.49,-109.64
1636,Winterset,9,41.35,-94.05
1638,Pompano Beach,19,26.23,-80.12
1639,Lancaster,87,40.03,-76.3
1641,Mangaluru,160,12.86,74.84
1642,Ringgold,35,34.89,-85.12
1645,Clinton,32,36.1,-84.21
1647,Allevard,544,45.4,6.07
1659,Wilmington,254,39.72,-75.53
1662,Beausoleil,563,43.75,7.43
1667,Pekin,44,40.55,-89.63
1671,Westmont,44,41.79,-87.97
1677,Chapel Hill,93,35.97,-79.04
1678,Pearland,24,29.55,-95.25
1685,Midland,98,43.61,-84.2
1686,Bruguières,112,43.73,1.42
1687,Olive Branch,148,34.92,-89.82
1704,Fairport,10,43.1,-77.43
1707,Tuscaloosa,176,33.22,-87.48
1709,Charlotte,93,35.21,-80.83
1710,La Défense,34,48.9,2.23
1713,Wheeling,143,40.06,-80.64
1718,Bel Air,57,39.55,-76.33
1720,Menetou-couture,431,47.03,2.92
1725,Wheeling,44,42.13,-87.92
1747,Kings Mountain,93,35.26,-81.37
1754,Avon Park,19,27.64,-81.4
1758,Joinville,78,-26.3,-48.83
1760,Raymond,215,43.03,-71.2
1761,Altamira,701,-3.2,-52.2
1762,Lake Luzerne,10,43.33,-73.81
1763,Nashua,215,42.73,-71.46
1764,Jersey City,14,40.72,-74.06
1767,Bremen,35,33.75,-85.14
1769,Plaisir,34,48.82,1.95
1772,Wittenberg,107,44.79,-89.17
1773,Boulogne-billancourt,34,48.83,2.25
1774,Bartow,19,27.89,-81.81
1776,Saint Johnsville,10,43.04,-74.63
1778,Taizhou,12,32.49,119.91
1783,Wylie,24,33.02,-96.54
1785,Chittoor,85,13.2,79.12
1788,Parsippany,14,40.86,-74.4
1789,Hampstead,215,42.88,-71.17
1790,Kennett Square,87,39.87,-75.71
1793,Wyandanch,10,40.75,-73.37
1795,Bradenton,19,27.44,-82.52
1796,Aulnay-sous-bois,34,48.95,2.52
1801,Milwaukee,107,43.05,-87.97
1802,Evansville,163,37.97,-87.49
1806,Hanover,57,39.18,-76.73
1808,Hopkins,175,44.93,-93.42
1810,Wheat Ridge,47,39.77,-105.1
1819,Duluth,175,46.81,-92.07
1824,Columbia,72,34.04,-80.99
1825,Willington,16,41.9,-72.26
1827,Rockville,57,39.09,-77.18
1833,Anaheim,5,33.84,-117.74
1834,Dublin,5,37.72,-121.92
1838,Stockbridge,35,33.55,-84.19
1843,Deland,19,29.05,-81.4
1851,Rio De Janeiro,37,-22.9,-43.23
1854,South Shore,33,38.65,-82.99
1856,Patna,728,25.6,85.12
1858,Columbus,35,32.48,-84.95
1861,Elkhorn,107,42.71,-88.54
1862,Ben Wheeler,24,32.44,-95.63
1863,Wesley Chapel,19,28.21,-82.32
1867,Niterói,37,-22.88,-43.09
1869,Savannah,35,32.03,-81.16
1871,Archbold,129,41.54,-84.3
1875,Bethlehem,87,40.66,-75.38
1887,Atmore,176,31.17,-87.5
1894,Chesapeake,144,36.76,-76.2
1897,Troy,10,42.75,-73.6
1899,São Leopoldo,561,-29.77,-51.15
1902,Biddeford,218,43.5,-70.49
1907,Buffalo,10,42.9,-78.82
1908,Le Recoux,409,44.33,3.15
1911,Bonney Lake,84,47.19,-122.19
1913,East Troy,107,42.79,-88.4
1914,West Orange,14,40.79,-74.26
1915,Frederick,57,39.48,-77.46
1917,Dewas,274,22.97,76.07
1923,Galena Park,24,29.73,-95.23
1925,Naperville,44,41.8,-88.13
1926,Salem,136,45.02,-122.91
1933,Galax,144,36.67,-80.94
1941,Manteca,5,37.79,-121.21
1946,Douglasville,35,33.66,-84.73
1949,Warner Robins,35,32.58,-83.63
1952,New London,107,44.4,-88.79
1954,Mechanicsville,57,38.43,-76.73
1955,Griffith,163,41.52,-87.42
1957,Livry-gargan,34,48.92,2.55
1960,Kutztown,87,40.54,-75.78
1967,Fort Pierce,19,27.51,-80.42
1974,Shirley,10,40.79,-72.88
1976,Fernley,192,39.67,-119.07
1992,Springfield,44,39.76,-89.63
1996,Marseille,563,43.3,5.4
1997,La Habra,5,33.94,-117.96
1999,Ocala,19,29.16,-82.16
2001,Old Bridge,14,40.4,-74.33
2003,Delhi Paharganj,100,28.62,77.22
2007,Lambersart,555,50.65,3.03
2009,Fayetteville,93,35.04,-78.9
2010,Laotto,163,41.3,-85.25
2012,Durham,93,35.89,-78.92
2013,Cedar Park,24,30.5,-97.81
2021,Burlington,107,42.65,-88.3
2022,Dole,296,47.1,5.5
2023,Wichita,133,37.69,-97.5
2025,Lexington,15,42.44,-71.23
2026,Irati,773,-25.48,-50.65
2027,West Chester,87,39.99,-75.61
2029,Troy,98,42.56,-83.12
2035,Trenton,14,40.25,-74.79
2036,Woodstock,35,34.12,-84.45
2043,Issy-les-moulineaux,34,48.82,2.27
2044,Woodstock,44,42.32,-88.47
2045,Bolingbrook,44,41.7,-88.08
2049,Greenville,33,37.16,-87.18
2051,Columbia,57,39.2,-76.85
2058,North Las Vegas,192,36.22,-115.17
2062,Waldorf,57,38.63,-76.88
2064,Seneca,44,41.39,-88.57
2067,Arras,555,50.28,2.78
2070,Evanston,44,42.04,-87.7
2074,Rosenberg,24,29.53,-95.88
2079,Worcester,15,42.26,-71.81
2080,Gibsonia,87,40.64,-79.94
2082,Naugatuck,16,41.49,-73.06
2093,Arlington,15,42.42,-71.18
2094,Bumpass,144,37.94,-77.79
2096,Philadelphia,32,35.69,-84.47
2097,Monticello,9,42.22,-91.23
2102,Greeneville,32,36.17,-82.84
2103,Brive-la-gaillarde,598,45.15,1.53
2109,Colton,5,34.01,-117.28
2110,Pembroke,93,34.7,-79.17
2111,Saint-martin-d'heres,544,45.17,5.77
2114,Asbury,14,40.68,-75.02
2118,Bellingham,15,42.08,-71.47
2123,Graham,93,35.97,-79.35
2126,Dunkirk,555,51.05,2.37
2131,Sandston,144,37.5,-77.26
2133,Servilly,798,46.28,3.6
2134,South Elgin,44,41.99,-88.32
2135,Sorrento,19,28.83,-81.48
2137,Marinette,107,45.09,-87.71
2138,Batesville,101,35.79,-91.65
2140,Elk Grove Village,44,42.02,-87.99
2141,Bivins,24,32.93,-94.15
2144,Creston,9,41.07,-94.39
2150,Lake Charles,76,30.23,-93.2
2151,West Covina,5,34.02,-117.9
2152,Arvada,47,39.81,-105.13
2156,Ventura,5,34.29,-119.23
2157,Fountain Valley,5,33.71,-117.95
2161,Keithville,76,32.3,-93.9
2165,Waipahu,220,21.41,-158.02
2167,Seneca,72,34.68,-82.93
2169,Lebanon,32,36.28,-86.27
2172,Grenoble,544,45.17,5.72
2177,Placentia,5,33.88,-117.85
2179,São Bernardo Do Campo,155,-23.7,-46.55
2180,Navarre,19,30.45,-86.88
2182,Baltic,186,43.74,-96.76
2183,Cartersville,35,34.21,-84.82
2186,West Salem,129,40.94,-82.12
2188,Olinda,808,-8.02,-34.85
2189,Fort Collins,47,40.49,-105
2191,New Haven,16,41.31,-72.92
2194,Yellapur,160,14.97,74.72
2198,Port Orchard,84,47.51,-122.62
2202,Milton,215,43.43,-70.98
2204,Pasadena,24,29.67,-95.16
2205,Tirunelveli,128,8.73,77.7
2207,Redford,98,42.38,-83.28
2209,Berwick,218,43.3,-70.84
2210,Moline,44,41.49,-90.48
2216,Cortlandt Manor,10,41.28,-73.87
2218,North Augusta,72,33.52,-81.94
2220,Odessa,24,31.85,-102.35
2221,Norman,164,35.25,-97.46
2223,Oak Harbor,84,48.32,-122.63
2224,Edmond,164,35.71,-97.43
2227,El Paso,24,31.74,-106.3
2228,Indio,5,33.72,-116.24
2230,Mission,24,26.18,-98.36
2233,Carrollton,35,33.57,-85.07
2238,Aubagne,563,43.28,5.57
2240,Claymont,254,39.8,-75.46
2241,Fort Bragg,93,35.15,-78.99
2245,Brackenridge,87,40.61,-79.74
2249,Palm Beach Gardens,19,26.85,-80.19
2250,Mancos,47,37.38,-108.28
2257,Ribeirão Prêto,155,-21.17,-47.8
2266,Teaneck,14,40.89,-74.01
2267,Arab,176,34.31,-86.5
2274,Angers,822,47.47,-0.55
2280,Monroe,76,32.6,-92.02
2284,Onawa,9,42.03,-96.13
2285,Sandpoint,305,48.34,-116.45
2286,Boron,5,34.96,-117.67
2287,Navarre,129,40.7,-81.56
2288,Topeka,133,39.01,-95.92
2290,Uberlândia,586,-18.92,-48.3
2291,Cressensac,112,45.02,1.52
2293,Morganville,14,40.36,-74.26
2297,West Suffield,16,41.99,-72.72
2302,Middletown,16,41.55,-72.65
2304,Cherry Hill,14,39.93,-75.02
2311,Linden,14,40.62,-74.25
2312,Kapolei,220,21.38,-158.09
2316,Baton Rouge,76,30.45,-91.1
2321,Buckfield,218,44.3,-70.37
2324,Idabel,164,33.86,-94.8
2326,Hoboken,14,40.75,-74.03
2328,Alwaye,206,10.11,76.36
2330,Tyler,24,32.35,-95.29
2332,South Bend,163,41.68,-86.26
2335,Everett,15,42.41,-71.05
2338,Boise,305,43.55,-116.29
2339,Massapequa,10,40.68,-73.47
2340,Colomiers,112,43.62,1.35
2343,Bloomington,163,39.25,-86.56
2344,Kennesaw,35,34.03,-84.6
2346,Franklin Square,10,40.7,-73.68
2347,Leeds,176,33.51,-86.55
2350,Harrison,101,36.23,-93.06
2352,Millbrae,5,37.6,-122.4
2355,Absecon,14,39.49,-74.48
2356,Saint Albans,10,40.7,-73.76
2357,La Vergne,32,36.02,-86.56
2358,Crystal Lake,44,42.26,-88.31
2361,Le Bourget,34,48.93,2.42
2365,Safety Harbor,19,28.01,-82.69
2367,Clover,72,35.07,-81.21
2372,Manaus,838,-3.11,-60.03
2374,Sonipat,56,28.98,77.02
2375,Forsyth,145,36.79,-93.12
2377,Easton,87,40.69,-75.28
2378,Highland Park,44,42.19,-87.81
2379,Citra,19,29.39,-82.09
2381,Le Kremlin-bicêtre,34,48.82,2.37
2385,Laramie,667,41.43,-105.52
2387,Valley Village,5,34.16,-118.4
2390,Barrington,44,42.16,-88.16
2391,Chicago Ridge,44,41.71,-87.78
2393,Lakewood,5,33.84,-118.15
2394,Salem,107,42.58,-88.14
2395,Besançon,296,47.25,6.03
2396,Copper Hill,144,37.05,-80.16
2398,Florence,181,32.89,-111.2
2408,Spanaway,84,47.06,-122.36
2411,Front Royal,144,38.92,-78.13
2414,Brookfield,107,43.06,-88.16
2418,Long Beach,5,33.8,-118.16
2425,Webster,24,29.55,-95.14
2430,Waukegan,44,42.38,-87.86
2431,Bossier City,76,32.45,-93.64
2432,North East,57,39.58,-75.93
2438,Adolphus,33,36.68,-86.25
2439,Itapecerica Da Serra,155,-23.72,-46.83
2443,La Center,84,45.87,-122.62
2444,Brentwood,10,40.78,-73.25
2446,Weslaco,24,26.17,-97.98
2447,Stayton,136,44.82,-122.73
2450,Bellflower,5,33.89,-118.13
2452,Garden City,10,40.73,-73.63
2456,São José,78,-27.63,-48.65
2457,Flushing,10,40.76,-73.79
2459,Bardstown,33,37.79,-85.48
2465,Beaverton,136,45.45,-122.88
2466,Sebastian,19,27.8,-80.49
2469,Pleasanton,5,37.65,-121.86
2470,Valdosta,35,30.75,-83.35
2471,Lynchburg,144,37.38,-79.17
2474,West Hollywood,5,34.09,-118.38
2476,Homer City,87,40.53,-79.11
2477,Cincinnati,129,39.17,-84.49
2478,Westminster,47,39.85,-105.04
2479,Winfield,176,33.95,-87.78
2480,Brainerd,175,46.31,-94.1
2481,Monett,145,36.93,-93.92
2482,Rosamond,5,34.93,-118.41
2484,Randolph,15,42.17,-71.06
2487,Villeparisis,34,48.93,2.62
2488,Scottsdale,181,33.62,-111.95
2494,Highland,163,41.55,-87.46
2495,Ellensburg,84,46.98,-120.47
2500,Fairfield,5,38.23,-122.13
2502,Spokane,84,47.68,-117.38
2506,Diana,24,32.71,-94.69
2507,Magnolia,24,30.16,-95.72
2509,Fresh Meadows,10,40.74,-73.79
2516,Nanded,187,19.15,77.33
2518,Roselle Park,14,40.67,-74.27
2519,Sterling Heights,98,42.56,-83.06
2520,Rancho Cordova,5,38.6,-121.27
2521,Malvern,87,40.04,-75.53
2526,Jackson,148,32.33,-90.2
2527,Spartanburg,72,34.94,-81.92
2528,Mattoon,44,39.49,-88.36
2529,Capitol Heights,57,38.89,-76.9
2533,Flanders,14,40.85,-74.71
2534,Goleta,5,34.5,-120.13
2538,Flagstaff,181,35.27,-111.52
2542,Millington,32,35.35,-89.9
2543,Lubbock,24,33.47,-101.94
2549,Milford,15,42.15,-71.52
2551,Brooksville,19,28.59,-82.35
2552,Goldsboro,93,35.37,-78.08
2553,Queens Village,10,40.72,-73.74
2554,Rifle,47,39.7,-108.04
2557,Asheville,93,35.53,-82.52
2561,Little Silver,14,40.34,-74.04
2565,Winter Park,19,28.61,-81.33
2567,Stanton,5,33.8,-118
2568,Santa Fe,132,35.68,-105.96
2569,Gainesville,24,33.7,-97.16
2573,Dumfries,144,38.58,-77.32
2576,Roanoke,24,33.02,-97.22
2580,São Vicente,155,-23.97,-46.38
2582,Greenwich,16,41.04,-73.63
2583,Gary,163,41.6,-87.25
2585,East Lansing,98,42.73,-84.49
2586,Washington,87,40.16,-80.26
2587,Quogue,10,40.82,-72.6
2589,Greenville,93,35.69,-77.17
2591,Corona,5,33.88,-117.53
2593,Jonesboro,101,35.89,-90.64
2594,Goose Creek,72,32.99,-80.01
2595,Mimet,563,43.42,5.5
2597,Lowell,101,36.25,-94.11
2599,Sudbury,15,42.39,-71.42
2601,Orchard Park,10,42.74,-78.74
2603,Laredo,24,27.75,-99.6
2604,Kuna,305,43.44,-116.32
2606,Hamilton,129,39.42,-84.5
2610,Little River,72,33.88,-78.66
2613,Universal City,24,29.54,-98.3
2617,Richlands,93,34.88,-77.59
2619,Bohemia,10,40.77,-73.13
2620,Ossining,10,41.19,-73.83
2621,Auvers-sur-oise,34,49.07,2.17
2622,Fontana,5,34.05,-117.46
2625,Opa Locka,19,25.95,-80.28
2627,Four Oaks,93,35.41,-78.37
2628,Bryn Mawr,87,40.03,-75.33
2629,Levallois-perret,34,48.9,2.28
2630,Paterson,14,40.92,-74.19
2634,Sarcelles,34,49,2.38
2635,Indianapolis,163,39.89,-86.31
2638,Vanves,34,48.83,2.3
2642,Centralia,44,38.5,-89.15
2643,Gautier,148,30.42,-88.65
2645,Columbus,148,33.43,-88.36
2646,Bruce,107,45.49,-91.32
2647,King Of Prussia,87,40.09,-75.39
2650,Sharon,87,41.24,-80.5
2651,Beachwood,129,41.48,-81.51
2654,Saint-doulchard,431,47.1,2.35
2657,Deer Park,10,40.76,-73.32
2658,Glenview,44,42.09,-87.82
2662,Lindenhurst,10,40.69,-73.37
2666,La Mirada,5,33.9,-118.01
2667,Trenton,32,35.98,-89
2668,Sandia,24,28.03,-97.86
2669,Rosendale,10,41.84,-74.09
2674,Aurora,44,41.76,-88.26
2677,Media,87,39.92,-75.42
2678,Tenafly,14,40.92,-73.96
2680,Boca Raton,19,26.35,-80.16
2681,Rezonville,556,49.1,6
2682,Astoria,10,40.77,-73.92
2684,Lanham,57,38.97,-76.85
2685,Snohomish,84,47.85,-122.09
2686,Myrtle Beach,72,33.75,-78.91
2687,Ada,129,40.77,-83.8
2688,White Plains,10,41.03,-73.76
2693,Monteagle,32,35.22,-85.82
2697,Hessmer,76,31.07,-92.17
2699,Aurora,47,39.7,-104.77
2702,Athens,35,34.03,-83.46
2707,Rocky Face,35,34.76,-85.09
2708,Hemet,5,33.64,-116.84
2713,Claye-souilly,34,48.95,2.7
2718,Cleburne,24,32.28,-97.54
2719,Franklin,32,35.9,-86.96
2721,Douai,555,50.37,3.07
2723,Advance,93,35.94,-80.44
2724,Dayton,129,39.76,-84.18
2725,Ogden,49,41.22,-111.97
2726,Ormond Beach,19,29.3,-81.19
2729,Mansfield,15,42.02,-71.22
2730,Morgan Hill,5,37.17,-121.65
2731,Fredericksburg,144,38.3,-77.48
2732,Chelsea,15,42.4,-71.03
2733,West Springfield,15,42.12,-72.64
2736,Montvale,14,41.06,-74.05
2738,Myerstown,87,40.39,-76.32
2740,Garland,24,32.86,-96.59
2741,Fleet Post Office,28,31.53,-110.36
2742,Sarasota,19,27.4,-82.52
2748,Westland,98,42.29,-83.37
2750,Tarboro,93,35.91,-77.54
2752,La Courneuve,34,48.92,2.38
2755,West Des Moines,9,41.57,-93.74
2756,Alton,44,38.95,-90.13
2758,Los Gatos,5,37.2,-121.96
2759,Manchester,16,41.78,-72.52
2764,Hardinsburg,163,38.47,-86.31
2765,Decatur,44,39.92,-88.89
2766,Orem,49,40.29,-111.72
2776,Medina,129,41.13,-81.86
2777,Two Harbors,175,47.19,-91.61
2778,Rocky Mount,93,35.94,-77.82
2782,La Quinta,5,33.66,-116.27
2788,Bloomfield Hills,98,42.58,-83.29
2789,Cergy,34,49.03,2.07
2794,Middletown,10,41.45,-74.47
